Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
20251469488,0,02/14/2025,02-February,6-Friday,16:09,1600 Hours,District 4 (Southwest),WAUKEE,DALLAS,77,ALICES RD,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Wet,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4500,2,2,Northbound (NB),POINT (-93.852860182426 41.6289540031)
20251469421,0,02/14/2025,02-February,6-Friday,16:04,1600 Hours,District 1 (Central),,STORY,I-35,I 35 S,Collision with fixed object:  Guardrail - face,On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,Weather conditions,Daylight,Ice/frost,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5000,1,1,Eastbound (EB),POINT (-93.55907023453 42.104652580616)
20251469345,25-001203,02/14/2025,02-February,6-Friday,18:56,1800 Hours,District 6 (East Central),,BENTON,77,33 AVE AND US 30 E MEASURING 176 FEET WEST FROM US 30 E,Collision with fixed object:  Ditch,Shoulder,Non-collision (single vehicle),Ran off road - right,None Indicated,Weather conditions,Dark - roadway lighted,Ice/frost,Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Unpaved,,Property Damage Only,0,0,0,0,0,0,6300,1,2,Northbound (NB),POINT (-91.853329928436 41.96378368783)
20251468864,25WC01005,02/14/2025,02-February,6-Friday,12:45,1200 Hours,District 3 (Northwest),,WOODBURY,US 20,US 20 W,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,None apparent,Daylight,Slush,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,15000,1,1,Westbound (WB),POINT (-96.062813981594 42.481866111661)
20251468812,20250003877,02/14/2025,02-February,6-Friday,08:08,0800 Hours,District 1 (Central),DES MOINES,POLK,77,EAST HOLCOMB AVE AND OXFORD ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,None apparent,Daylight,Ice/frost,Clear,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3600,2,2,Southbound (SB),POINT (-93.616479341008 41.616341479151)
20251469497,0,02/14/2025,02-February,6-Friday,13:00,1300 Hours,District 6 (East Central),INDEPENDENCE,BUCHANAN,77,15FT EAST OF 12TH AVE NE AND 3FT NORTH OF CENTER OF 1ST ST EAST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Animal,None Indicated,None apparent,Daylight,Snow,Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,14000,3,3,Southbound (SB),POINT (-91.878739268524 42.468784706782)
20251468891,FD25-0421,02/14/2025,02-February,6-Friday,14:06,1400 Hours,District 1 (Central),FORT DODGE,WEBSTER,77,1ST AVE SOUTH AND SOUTH 12TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,Weather conditions,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Roundabout,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,Eastbound (EB),POINT (-94.182742211515 42.505144220478)
20251468802,25-02175,02/14/2025,02-February,6-Friday,06:27,0600 Hours,District 3 (Northwest),,SIOUX,US 75,US 75 N MEASURING 744 FEET NORTH FROM 360TH ST,Collision with:  Vehicle in traffic,On Roadway,Head-on (front to front),Crossed centerline (undivided),None Indicated,None apparent,Dark - roadway not lighted,Ice/frost,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,2,0,2,0,0,20000,2,4,Northbound (NB),POINT (-96.176476537988 43.129925988178)
20251469498,0,02/14/2025,02-February,6-Friday,14:33,1400 Hours,District 6 (East Central),INDEPENDENCE,BUCHANAN,77,12TH AVE NE MEASURING 58 FEET SOUTH FROM 3RD ST NE,Collision with:  Vehicle in traffic,On Roadway,Rear to rear,Driver Distraction:  Exterior distraction,None Indicated,Weather conditions,Daylight,Snow,Clear,"Surface condition (e.g., wet, icy)",Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,Northbound (NB),POINT (-91.878825692742 42.470757816364)
20251469304,25-1795,02/14/2025,02-February,6-Friday,13:18,1300 Hours,District 3 (Northwest),CARROLL,CARROLL,77,LAKEWOOD DR,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5000,2,2,Southbound (SB),POINT (-94.859176151011 42.085520813645)
20251468808,W25-012631,02/14/2025,02-February,6-Friday,10:48,1000 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,77,WEST 7TH ST AND WELLINGTON ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Driving too fast for conditions,None Indicated,None apparent,Daylight,Snow,Cloudy,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,0,1,4400,2,3,Northbound (NB),POINT (-92.342200163218 42.488358203979)
20251469154,25-001043,02/14/2025,02-February,6-Friday,16:14,1600 Hours,District 2 (Northeast),OELWEIN,FAYETTE,77,CHARLES ST WEST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Other (explain in narrative),None Indicated,Weather conditions,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Alley,Paved,,Property Damage Only,0,0,0,0,0,0,9500,2,3,Southbound (SB),POINT (-91.914569911222 42.678447369663)
20251468944,20250003922,02/14/2025,02-February,6-Friday,14:50,1400 Hours,District 1 (Central),DES MOINES,POLK,77,EAST 21ST ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Snow,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,2,Northbound (NB),POINT (-93.580620358259 41.602224709061)
20251468770,25-001198,02/14/2025,02-February,6-Friday,01:27,0100 Hours,District 6 (East Central),,DELAWARE,IA-38,IA 38 N,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,2500,1,1,Northbound (NB),POINT (-91.309879948842 42.42333488746)
20251468951,W25-012561,02/14/2025,02-February,6-Friday,01:41,0100 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,77,1100 BLK WEST RIDGEWAY AVE,Collision with fixed object:  Utility pole/light support,Outside trafficway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,0,1,15000,1,1,Southbound (SB),POINT (-92.374951050543 42.469377019097)
20251469066,25-00222,02/14/2025,02-February,6-Friday,18:53,1800 Hours,District 1 (Central),CLIVE,POLK,77,2100 NW 86TH ST,Collision with fixed object:  Wall,Roadside,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,Weather conditions,Dark - roadway lighted,Snow,Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,8500,1,1,Northbound (NB),POINT (-93.736456936169 41.612969341808)
20251469418,0,02/14/2025,02-February,6-Friday,00:55,0000 Hours,District 5 (Southeast),,WAPELLO,77,MONROE WAPELLO RD,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,None apparent,Dark - roadway not lighted,Dry,Cloudy,None apparent,Non-intersection:  Railroad grade crossing,Paved,,Possible/Unknown,0,1,0,0,1,0,10000,1,1,Northbound (NB),POINT (-92.639366454263 40.951682581053)
20251469226,20250003947,02/14/2025,02-February,6-Friday,20:30,2000 Hours,District 1 (Central),DES MOINES,POLK,77,"RAMP 42ND ST, N TO N TO STATE OF IOWA, I 235 W AND CENTER ST AND 42ND ST AND RAMP I 235 W TO 42ND ST, N",Collision with:  Vehicle in traffic,On Roadway,Other (explain in narrative),Made improper turn,None Indicated,None apparent,Dark - roadway lighted,Wet,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,8000,2,2,Northbound (NB),POINT (-93.67438892049 41.591759911277)
20251468970,25001564,02/14/2025,02-February,6-Friday,03:45,0300 Hours,District 2 (Northeast),,CLAYTON,77,CLAYTON RD,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,5000,1,1,Northbound (NB),POINT (-91.215500179179 42.872420350289)
20251468931,25-000683,02/14/2025,02-February,6-Friday,16:08,1600 Hours,District 1 (Central),ANKENY,POLK,77,2200 BLOCK NW STATE ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Improper or erratic lane changing,None Indicated,None apparent,Daylight,Snow,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,7500,2,2,Northbound (NB),POINT (-93.619572209988 41.749954252949)
20251468715,25-1586,02/14/2025,02-February,6-Friday,04:55,0400 Hours,District 3 (Northwest),SPENCER,CLAY,US 71,US 71 N,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,2000,1,3,Northbound (NB),POINT (-95.160873874929 43.118927500879)
20251469763,2025-10359,02/14/2025,02-February,6-Friday,17:26,1700 Hours,District 6 (East Central),DAVENPORT,SCOTT,77,NORTH PINE ST AND WEST 4TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,Weather conditions,Dusk,Snow,Cloudy,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,Northbound (NB),POINT (-90.611131381581 41.523368802271)
20251469445,2.50046e+007,02/14/2025,02-February,6-Friday,23:00,2300 Hours,District 1 (Central),MONROE,JASPER,77,ROSEBUD AVE,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Ran off road - straight,None Indicated,Unknown,Unknown,Unknown,Unknown,"Surface condition (e.g., wet, icy)",Intersection:  T-intersection,Unpaved,,Possible/Unknown,0,1,0,0,0,1,3500,1,1,Southbound (SB),POINT (-93.096950133787 41.529933860795)
20251469256,25-2349,02/14/2025,02-February,6-Friday,16:34,1600 Hours,District 2 (Northeast),WAVERLY,BREMER,77,5TH ST NE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Driving too fast for conditions,None Indicated,Weather conditions,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,11000,2,3,Northbound (NB),POINT (-92.46441649212 42.726077942681)
20251469525,0,02/14/2025,02-February,6-Friday,14:41,1400 Hours,District 5 (Southeast),OTTUMWA,WAPELLO,IA-149,IA 149 N,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Ice/frost,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,11000,3,4,Northbound (NB),POINT (-92.409775296256 41.059842753482)
20251468954,2025004179,02/14/2025,02-February,6-Friday,18:39,1800 Hours,District 2 (Northeast),,FLOYD,US 18,US 18 W 196.5MM,Collision with fixed object:  Bridge/bridge rail parapet,On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,Weather conditions,Dark - roadway not lighted,Ice/frost,Blowing snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4000,1,2,Westbound (WB),POINT (-93.001991303805 43.116841672281)
20251469487,0,02/14/2025,02-February,6-Friday,07:37,0700 Hours,District 4 (Southwest),WAUKEE,DALLAS,US 6,US 6 W/ALICES RD,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Snow,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3600,2,2,Westbound (WB),POINT (-93.852881342243 41.6150738387)
20251468894,OCFS2504029,02/14/2025,02-February,6-Friday,10:35,1000 Hours,District 5 (Southeast),OTTUMWA,WAPELLO,77,NORTH QUINCY AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,None apparent,Daylight,Wet,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,10000,2,4,Northbound (NB),POINT (-92.438520805934 41.017323949342)
20251469083,HR2025-10399,02/14/2025,02-February,6-Friday,21:47,2100 Hours,District 6 (East Central),DAVENPORT,SCOTT,77,WEST 17TH ST AND TAYLOR ST,Collision with fixed object:  Fire hydrant,On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,Weather conditions,Dark - roadway not lighted,Ice/frost,Snow,None apparent,Intersection:  T-intersection,Paved,,Possible/Unknown,0,1,0,0,0,1,2500,1,1,Northbound (NB),POINT (-90.592582092635 41.536869700283)
20251469883,25-0786,02/14/2025,02-February,6-Friday,17:40,1700 Hours,District 6 (East Central),HIAWATHA,LINN,77,BLAIRS FERRY RD NE,Collision with:  Vehicle in traffic,On Roadway,Head-on (front to front),FTYROW:  Making left turn,None Indicated,None apparent,Dawn,Snow,Snow,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,1500,2,4,Southbound (SB),POINT (-91.682884437131 42.034762435933)
20251469100,25005585,02/14/2025,02-February,6-Friday,17:33,1700 Hours,District 5 (Southeast),,MUSCATINE,77,STEWART RD AND 49TH ST,Collision with:  Vehicle in traffic,On Roadway,Other (explain in narrative),Driving too fast for conditions,None Indicated,Weather conditions,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,4,0,2,2,0,10000,2,4,Northbound (NB),POINT (-91.091209854085 41.370363097209)
20251469232,25SC04128,02/14/2025,02-February,6-Friday,21:09,2100 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,1417 WEST 28TH ST,Collision with:  Parked motor vehicle,In parking lane/zone,Rear-end (front to rear),Followed too close,Refused,None apparent,Dark - roadway lighted,Wet,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,11000,3,2,Southbound (SB),POINT (-96.426311542638 42.518838705999)
20251468943,20250003918,02/14/2025,02-February,6-Friday,14:17,1400 Hours,District 1 (Central),DES MOINES,POLK,77,EAST MCKINLEY AVE MEASURING 340 FEET EAST FROM SE 9TH ST,Collision with:  Parked motor vehicle,On Roadway,Broadside (front to side),Lost Control,None Indicated,None apparent,Daylight,Dry,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,23000,4,2,Southbound (SB),POINT (-93.599948446131 41.540839923197)
20251468941,OCFFS2504047,02/14/2025,02-February,6-Friday,13:56,1300 Hours,District 5 (Southeast),OTTUMWA,WAPELLO,77,NORTH SHERIDAN ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,None apparent,Daylight,Snow,Clear,None apparent,Intersection:  Other intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,2700,2,6,Northbound (NB),POINT (-92.418660835463 41.002208893539)
20251469656,25SC04116,02/14/2025,02-February,6-Friday,19:50,1900 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,FLOYD BLVD,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Dark - roadway lighted,Wet,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,1,0,1,0,0,11500,2,2,Northbound (NB),POINT (-96.370976576083 42.533087898498)
20251469230,25SC04099,02/14/2025,02-February,6-Friday,16:50,1600 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,BERRY ST AND SEATTLE AVE,Collision with fixed object:  Traffic sign support,On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,None apparent,Daylight,Snow,Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Unpaved,,Property Damage Only,0,0,0,0,0,0,3200,1,1,Northbound (NB),POINT (-96.452872009982 42.509135216)
20251468850,FD25-0413,02/14/2025,02-February,6-Friday,07:49,0700 Hours,District 1 (Central),FORT DODGE,WEBSTER,77,NORTH 3RD ST AND CENTRAL AVE,Collision with:  Vehicle in traffic,On Roadway,Other (explain in narrative),FTYROW:  Other (explain in narrative),None Indicated,None apparent,Daylight,Slush,Clear,None apparent,"Non-intersection:  Driveway access (related, not in)",Paved,,Possible/Unknown,0,1,0,0,1,0,10000,2,2,Northbound (NB),POINT (-94.19420918815 42.504593017849)
20251468953,2025-001054,02/14/2025,02-February,6-Friday,16:37,1600 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,77,KANE ST,Collision with:  Parked motor vehicle,Shoulder,Other (explain in narrative),Other (explain in narrative):  Other,None Indicated,Weather conditions,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,10000,2,1,Southbound (SB),POINT (-90.691575966228 42.519782027602)
20251469276,25-1608,02/14/2025,02-February,6-Friday,18:44,1800 Hours,District 3 (Northwest),SPENCER,CLAY,77,GRAND PLAZA DR,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,None apparent,Dark - roadway lighted,Slush,Cloudy,None apparent,Intersection:  T-intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,11000,2,2,Northbound (NB),POINT (-95.143723422781 43.125166178952)
20251468973,S25-01081,02/14/2025,02-February,6-Friday,17:42,1700 Hours,District 1 (Central),,BOONE,77,T AVE,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,Weather conditions,Dusk,Ice/frost,Other (explain in narrative),"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,1,0,1,0,0,10500,1,3,Northbound (NB),POINT (-93.796292800065 42.033208275033)
20251469500,0,02/14/2025,02-February,6-Friday,18:25,1800 Hours,District 3 (Northwest),,SIOUX,77,HICKORY AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driving too fast for conditions,None Indicated,None apparent,Dark - roadway not lighted,Ice/frost,Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Major Injury,0,1,1,0,0,0,58000,2,2,Northbound (NB),POINT (-96.137636372001 43.20520921943)
20251469042,2025-6485,02/14/2025,02-February,6-Friday,18:43,1800 Hours,District 6 (East Central),,SCOTT,US 61,US 61 NB @130MM,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Other (explain in narrative):  No improper action,None Indicated,None apparent,Dark - roadway not lighted,Snow,Blowing snow,None apparent,Interchange-related:  On-ramp,Paved,,Property Damage Only,0,0,0,0,0,0,1501,2,3,Northbound (NB),POINT (-90.565501899594 41.70149275896)
20251469467,2.50031e+007,02/14/2025,02-February,6-Friday,04:45,0400 Hours,District 5 (Southeast),,MAHASKA,77,VENTURA AVE,Collision with fixed object:  Utility pole/light support,On Roadway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,Weather conditions,Dark - roadway not lighted,Ice/frost,Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,15500,1,2,Northbound (NB),POINT (-92.470539441436 41.266041242603)
20251469344,25-001186,02/14/2025,02-February,6-Friday,09:36,0900 Hours,District 6 (East Central),ATKINS,BENTON,77,DEER RIDGE DR AND PLEASANT COURT,Collision with fixed object:  Fire hydrant,Roadside,Non-collision (single vehicle),Ran off road - right,None Indicated,Weather conditions,Daylight,Snow,Clear,"Surface condition (e.g., wet, icy)",Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2000,1,1,Northbound (NB),POINT (-91.851108954388 41.993356864388)
20251469079,25-000262,02/14/2025,02-February,6-Friday,16:00,1600 Hours,District 1 (Central),ALTOONA,POLK,77,8TH ST SW AND 34TH AVE SW,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Wet,Cloudy,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,1900,2,2,Northbound (NB),POINT (-93.503137187625 41.644203269077)
20251469081,25-1261,02/14/2025,02-February,6-Friday,20:38,2000 Hours,District 2 (Northeast),,HOWARD,IA-139,IA 139 N,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,Dark - roadway not lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,12000,1,1,Northbound (NB),POINT (-92.080304806958 43.382789143072)
20251468979,25001500,02/14/2025,02-February,6-Friday,17:40,1700 Hours,District 4 (Southwest),STANTON,MONTGOMERY,77,BRD AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Snow,Clear,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,14000,2,6,Northbound (NB),POINT (-95.104122634378 40.980396350317)
20251468892,FD25-0422,02/14/2025,02-February,6-Friday,14:40,1400 Hours,District 1 (Central),FORT DODGE,WEBSTER,77,NORTH 7TH ST AND DAKOTA ST,Collision with:  Vehicle in traffic,On Roadway,Head-on (front to front),Other (explain in narrative):  Other,None Indicated,Weather conditions,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,10000,2,3,Southbound (SB),POINT (-94.190157152008 42.510416830871)
20251469101,W25-012709,02/14/2025,02-February,6-Friday,16:09,1600 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,77,ANSBOROUGH AVE AND FALLS AVE,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Snow,Snow,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,25000,3,5,Southbound (SB),POINT (-92.376848181032 42.500079306895)
20251468731,25-01710,02/14/2025,02-February,6-Friday,04:35,0400 Hours,District 6 (East Central),,JONES,77,OLD US 151 SIGNED ROUTE,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,2000,1,1,Northbound (NB),POINT (-91.168632807052 42.249948287495)
20251469156,25-00357,02/14/2025,02-February,6-Friday,15:36,1500 Hours,District 1 (Central),URBANDALE,POLK,77,MARY LYNN DR/DOUGLAS AVE,Collision with fixed object:  Other fixed object (explain in narrative),On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,20000,1,1,Westbound (WB),POINT (-93.747328541774 41.629400319812)
20251469037,25-000686,02/14/2025,02-February,6-Friday,16:39,1600 Hours,District 1 (Central),ANKENY,POLK,77,1500 BLK NW 34TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Driving too fast for conditions,None Indicated,Weather conditions,Daylight,Snow,Cloudy,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,8500,2,3,Southbound (SB),POINT (-93.61929753931 41.758917692424)
20251468886,20250530,02/14/2025,02-February,6-Friday,13:47,1300 Hours,District 1 (Central),GRUNDY CENTER,GRUNDY,77,8TH ST/J AVE,Collision with:  Vehicle in traffic,On Roadway,Rear to rear,Driving too fast for conditions,None Indicated,Weather conditions,Daylight,Snow,Cloudy,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,8500,2,2,Northbound (NB),POINT (-92.773967206505 42.358715647176)
20251469057,W25-012717,02/14/2025,02-February,6-Friday,16:40,1600 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,US 63,RAMP US 218 S TO US 63 N,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Driving too fast for conditions,None Indicated,Weather conditions,Daylight,Ice/frost,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Other intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,10000,2,4,Northbound (NB),POINT (-92.3544298787 42.496569024264)
20251469253,25-004267,02/14/2025,02-February,6-Friday,01:07,0100 Hours,District 5 (Southeast),,LEE,IA-2,IA 2 E,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,7500,1,1,Southbound (SB),POINT (-91.410724130036 40.630415308259)
20251468993,25-002115,02/14/2025,02-February,6-Friday,22:08,2200 Hours,District 3 (Northwest),,PLYMOUTH,77,C38 MEASURING 700 FEET WEST FROM KESTREL AVE,Collision with fixed object:  Embankment,Outside trafficway,Non-collision (single vehicle),Ran off road - right,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,1,0,1,0,0,5250,1,1,Southbound (SB),POINT (-96.235811579434 42.749691742518)
20251469816,P25-02811,02/14/2025,02-February,6-Friday,16:30,1600 Hours,District 5 (Southeast),BURLINGTON,DES MOINES,77,SOUTH GEAR AVE AND WEST AVE,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",Driving too fast for conditions,None Indicated,Weather conditions,Daylight,Ice/frost,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,3,Southbound (SB),POINT (-91.170462079703 40.796974066439)
20251468842,25-00704,02/14/2025,02-February,6-Friday,08:40,0800 Hours,District 1 (Central),WEST DES MOINES,DALLAS,77,500BLK JORDAN CREEK PARKWAY,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Improper or erratic lane changing,None Indicated,None apparent,Daylight,Slush,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,20000,2,2,Northbound (NB),POINT (-93.809068251963 41.577290117564)
