Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
2014844092,CP14-0919,09/19/2014,09-September,6-Friday,11:45,1100 Hours,District 2 (Northeast),CLARION,WRIGHT,IA 3,IA 3/CENTRAL AVE & 1ST ST SW & 1ST ST NW,Collision with:  Vehicle in traffic,Outside trafficway,Broadside (front to side),Unknown,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Driveway access (within),Paved,,Property Damage Only,0,0,0,0,0,0,1600,2,2,,POINT (-93.734086114195 42.731659726267)
2014820245,2014-66315,09/19/2014,09-September,6-Friday,17:08,1700 Hours,District 6 (East Central),DAVENPORT,SCOTT,,IA 461/W RIVER DR & S DIVISION ST,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Minor Injury,0,2,0,2,0,0,20000,2,2,,POINT (-90.600444189369 41.517454087198)
2014817749,14-30989,09/19/2014,09-September,6-Friday,13:47,1300 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,,W 4TH ST & JOHN ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,5000,2,2,,POINT (-96.435612438533 42.500217689245)
2014817706,20140027790,09/19/2014,09-September,6-Friday,17:15,1700 Hours,District 1 (Central),DES MOINES,POLK,IA 163,IA 163/E UNIVERSITY AVE,Collision with:  Vehicle in traffic,Shoulder,Head-on (front to front),Other (explain in narrative):  Other,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2000,2,4,,POINT (-93.595403577246 41.600807021101)
2014817691,20140027785,09/19/2014,09-September,6-Friday,16:46,1600 Hours,District 1 (Central),DES MOINES,POLK,,GRAND AVE & 9TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Other intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,2,,POINT (-93.629024892578 41.586954988782)
2014818314,14-150919-01,09/19/2014,09-September,6-Friday,16:43,1600 Hours,District 6 (East Central),,IOWA,I-80,I-80,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Swerving/Evasive Action,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,12500,5,6,,POINT (-92.155677151372 41.695939658176)
2014817708,20140027824,09/19/2014,09-September,6-Friday,23:04,2300 Hours,District 1 (Central),DES MOINES,POLK,US 6,US 6/E EUCLID AVE & US 69/E 14TH ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",FTYROW:  Making left turn,None Indicated,,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,4500,2,3,,POINT (-93.600513057949 41.627712019178)
2014818873,14094315,09/19/2014,09-September,6-Friday,15:42,1500 Hours,District 2 (Northeast),CEDAR FALLS,BLACK HAWK,,DOUGLAS ST & CENTER ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Cloudy,None apparent,Intersection:  T-intersection,Paved,,Major Injury,0,3,1,2,0,0,6500,2,5,,POINT (-92.455988902434 42.560821132563)
2014817599,1409192711,09/19/2014,09-September,6-Friday,04:40,0400 Hours,District 6 (East Central),,CLINTON,,175 ST,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Crossed centerline (undivided),None Indicated,,Dark - roadway not lighted,Dry,"Fog, smoke, smog",None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,,Possible/Unknown,0,1,0,0,1,0,8000,1,1,,POINT (-90.507233080326 41.924186112455)
2014817504,14-2924,09/19/2014,09-September,6-Friday,14:00,1400 Hours,District 1 (Central),FORT DODGE,WEBSTER,,1ST AVE NW,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,1,,POINT (-94.205253703951 42.513104837366)
2014818558,2014-20463,09/19/2014,09-September,6-Friday,22:29,2200 Hours,District 5 (Southeast),INDIANOLA,WARREN,IA 92,IA 92/E 2ND AVE,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Improper or erratic lane changing,None Indicated,,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,,POINT (-93.552658605287 41.358180026752)
2014831068,129-2014,09/19/2014,09-September,6-Friday,18:53,1800 Hours,District 4 (Southwest),,HARRISON,,Co Rd F20L/EASTON TRL,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision (single vehicle),Ran off road - right,Alcohol (Statutory),,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Fatal,1,0,0,0,0,0,5000,1,1,,POINT (-95.758587083311 41.754730061815)
2014818033,14-24837,09/19/2014,09-September,6-Friday,16:34,1600 Hours,District 1 (Central),,JASPER,US 6,US 6/US 6 E,Collision with:  Vehicle in traffic,On Roadway,Head-on (front to front),Crossed centerline (undivided),None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,20000,2,2,,POINT (-92.831850750834 41.713563840528)
2014817632,201413902,09/19/2014,09-September,6-Friday,13:07,1300 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,,ARIZONA AVE NE & CENTER POINT RD NE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2500,2,2,,POINT (-91.664189544888 42.015993231278)
2014821221,2014054205,09/19/2014,09-September,6-Friday,08:35,0800 Hours,District 5 (Southeast),WINFIELD,HENRY,IA 78,IA 78/IOWA 78/NW RAMP,Collision with fixed object:  Traffic sign support,Shoulder,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,,Daylight,Dry,Clear,Other (explain in narrative),Intersection:  Y-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,1850,1,1,,POINT (-91.440008065529 41.118838351714)
2014909180,087-14,09/19/2014,09-September,6-Friday,22:40,2200 Hours,District 4 (Southwest),,MADISON,,NATURE TRL,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,,Dark - roadway not lighted,"Mud, dirt",Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,,Minor Injury,0,1,0,1,0,0,5000,1,1,,POINT (-93.979391735703 41.369616385615)
2014817459,14142493,09/19/2014,09-September,6-Friday,14:39,1400 Hours,District 6 (East Central),NORTH LIBERTY,JOHNSON,,NORTH LIBERTY RD,Collision with fixed object:  Ditch,Outside trafficway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Daylight,"Mud, dirt",Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Unpaved,,Property Damage Only,0,0,0,0,0,0,6000,1,1,,POINT (-91.575736018624 41.742994829876)
2014822547,,09/19/2014,09-September,6-Friday,21:00,2100 Hours,District 2 (Northeast),,FAYETTE,IA 3,IA 3/40TH ST,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,,Dark - roadway not lighted,Dry,Clear,,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3300,1,1,,POINT (-91.775897436056 42.687099311791)
2014817707,20140027808,09/19/2014,09-September,6-Friday,20:29,2000 Hours,District 1 (Central),DES MOINES,POLK,US 6,US 6/EUCLID AVE/E EUCLID AVE & IA 415/2ND AVE,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,,Dark - roadway lighted,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Major Injury,0,3,2,0,1,0,17000,3,6,,POINT (-93.619912891478 41.627699109446)
2014821548,001782,09/19/2014,09-September,6-Friday,21:20,2100 Hours,District 2 (Northeast),,MITCHELL,,Co Rd A57/340TH ST & NOBLE AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  At uncontrolled intersection,None Indicated,,Dark - roadway not lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Unpaved,,Major Injury,0,4,1,2,1,0,27000,2,4,,POINT (-92.761808736386 43.255321608451)
2014818633,,09/19/2014,09-September,6-Friday,22:30,2200 Hours,District 3 (Northwest),,CHEROKEE,,OLD 21 RD,Collision with:  Other non-fixed object (explain in narrative),On Roadway,Non-collision (single vehicle),Unknown,None Indicated,,Dark - roadway not lighted,Wet,Rain,,Non-intersection:  Non-junction/no special feature,Unpaved,,Property Damage Only,0,0,0,0,0,0,3500,1,2,,POINT (-95.534561133028 42.788615081177)
2014817657,14-004046,09/19/2014,09-September,6-Friday,18:20,1800 Hours,District 1 (Central),ANKENY,POLK,IA 415,IA 415/SW ORALABOR RD & SW WHITE BIRCH DR,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,14000,2,5,,POINT (-93.627080353612 41.703266086121)
2014817539,14-18187,09/19/2014,09-September,6-Friday,06:00,0600 Hours,District 2 (Northeast),,BREMER,,110TH ST,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Unpaved,,Property Damage Only,0,0,0,0,0,0,2500,1,1,,POINT (-92.513103441134 42.891390659742)
2014819725,14-014688,09/19/2014,09-September,6-Friday,21:28,2100 Hours,District 2 (Northeast),CHARLES CITY,FLOYD,,GILBERT ST,Collision with:  Non-motorist (see non-motorist section - NOT a unit),On Roadway,Non-collision (single vehicle),Unknown,None Indicated,,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Major Injury,0,1,1,0,0,0,2500,1,1,,POINT (-92.692034795927 43.070565141946)
2014817825,14-18313,09/19/2014,09-September,6-Friday,16:29,1600 Hours,District 6 (East Central),BETTENDORF,SCOTT,,MIDDLE RD,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Driveway access (within),Paved,,Possible/Unknown,0,1,0,0,1,0,12700,3,3,,POINT (-90.484529511396 41.551172181874)
2014818399,14-9681,09/19/2014,09-September,6-Friday,17:05,1700 Hours,District 3 (Northwest),CARROLL,CARROLL,US 30,US 30/6TH ST & GRANT RD,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",Made improper turn,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,6000,2,4,,POINT (-94.859273486032 42.064012766744)
2014817611,14142595,09/19/2014,09-September,6-Friday,17:20,1700 Hours,District 6 (East Central),TIFFIN,JOHNSON,US 6,US 6 & DEER VIEW AVE,Non-collision events:  Overturn/rollover,On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,20000,1,1,,POINT (-91.67613522188 41.708168385124)
2014817620,201413919,09/19/2014,09-September,6-Friday,17:52,1700 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,,RICHMOND DR NE,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision (single vehicle),Ran off road - right,Alcohol (Statutory),,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,2,0,1,1,0,1500,1,2,,POINT (-91.655621747724 42.019666861331)
2014817538,14-029099,09/19/2014,09-September,6-Friday,05:47,0500 Hours,District 5 (Southeast),,LEE,,Co Rd J72/300 ST & 195 AVE,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,2000,1,1,,POINT (-91.537730184517 40.524388702904)
2014819976,2014054349,09/19/2014,09-September,6-Friday,20:31,2000 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,I-29,I-29 & I-80,Collision with:  Vehicle in traffic,Shoulder,Rear-end (front to rear),Other (explain in narrative):  Other,Alcohol (< Statutory),,Dusk,Dry,Clear,Work Zone (roadway-related),"Interchange-related:  Off-ramp, diverge area",Paved,Yes,Property Damage Only,0,0,0,0,0,0,20000,2,3,,POINT (-95.901979154939 41.232519319721)
2014817831,S14-094480,09/19/2014,09-September,6-Friday,22:57,2200 Hours,District 2 (Northeast),ELK RUN HEIGHTS,BLACK HAWK,,OLD US 20,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,15000,1,2,,POINT (-92.239449133605 42.465531994377)
2014817951,2014054185,09/19/2014,09-September,6-Friday,02:35,0200 Hours,District 2 (Northeast),,FLOYD,US 18,US 18,Non-collision events:  Overturn/rollover,On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Fatal,1,1,0,1,0,0,2500,1,2,,POINT (-92.943897966588 43.11832275257)
2014823869,,09/19/2014,09-September,6-Friday,21:50,2100 Hours,District 2 (Northeast),DECORAH,WINNESHIEK,IA 9,IA 9/IOWA 9,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3500,1,2,,POINT (-91.786372093272 43.289858948643)
2014817711,14-2078,09/19/2014,09-September,6-Friday,13:52,1300 Hours,District 1 (Central),URBANDALE,POLK,,86TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,3,0,0,3,0,6000,2,3,,POINT (-93.736475452469 41.616707207133)
2014819164,2014-37912,09/19/2014,09-September,6-Friday,00:01,0000 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,US 52,US 52/WHITE ST,Collision with:  Non-motorist (see non-motorist section - NOT a unit),On Roadway,Non-collision (single vehicle),Other (explain in narrative):  No improper action,None Indicated,,Dark - roadway lighted,Dry,Clear,Work Zone (roadway-related),Intersection:  Other intersection (explain in narrative),Paved,Yes,Minor Injury,0,1,0,1,0,0,500,1,2,,POINT (-90.668066981648 42.50903987422)
2014819165,2014-37928,09/19/2014,09-September,6-Friday,15:15,1500 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,,E 16TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Railroad grade crossing,Paved,,Property Damage Only,0,0,0,0,0,0,3250,2,2,,POINT (-90.663792481274 42.509430048043)
2014821952,,09/19/2014,09-September,6-Friday,18:26,1800 Hours,District 5 (Southeast),FORT MADISON,LEE,,AVE H,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1500,2,3,,POINT (-91.315869866535 40.630079599252)
2014819575,14-014690,09/19/2014,09-September,6-Friday,22:07,2200 Hours,District 2 (Northeast),FLOYD,FLOYD,US 18,US 18,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Dark - roadway not lighted,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,6500,2,2,,POINT (-92.738764460139 43.121154003025)
2014817518,14-039998,09/19/2014,09-September,6-Friday,05:43,0500 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,US 6,US 6/W BROADWAY & S 32ND ST & N 32ND ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Unknown,None Indicated,,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,17000,2,2,,POINT (-95.89641838925 41.261921012348)
2014817729,14-004381,09/19/2014,09-September,6-Friday,07:35,0700 Hours,District 1 (Central),AMES,STORY,,13TH ST & NORTHWESTERN AVE,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,7,,POINT (-93.625747705291 42.034552990452)
2014818893,2014010463,09/19/2014,09-September,6-Friday,11:38,1100 Hours,District 6 (East Central),IOWA CITY,JOHNSON,,E WASHINGTON ST & JOHNSON ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Minor Injury,0,1,0,1,0,0,1000,2,3,,POINT (-91.527240795896 41.660070304636)
2014817442,W14-094163,09/19/2014,09-September,6-Friday,02:16,0200 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,,REED ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, opposite direction",Lost Control,None Indicated,,Dark - roadway not lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,4550,3,2,,POINT (-92.340226983019 42.517480697206)
2014817751,14-31005,09/19/2014,09-September,6-Friday,16:37,1600 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,,W 7TH ST & PERRY ST & WESLEY PKWY,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,6800,3,4,,POINT (-96.409765394458 42.49908156195)
2014820688,145532,09/19/2014,09-September,6-Friday,18:30,1800 Hours,District 1 (Central),,HARDIN,,M AVE,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,,Minor Injury,0,1,0,1,0,0,3000,1,1,,POINT (-93.251392871241 42.375243045662)
2014820131,,09/19/2014,09-September,6-Friday,13:44,1300 Hours,District 2 (Northeast),,CHICKASAW,,ADDISON AVE,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,,,,,,,Unpaved,,Property Damage Only,0,0,0,0,0,0,1500,1,1,,POINT (-92.554221461796 42.916268474592)
2014817847,14-001095,09/19/2014,09-September,6-Friday,16:43,1600 Hours,District 1 (Central),,STORY,,Co Rd S14/620TH AVE,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),FTYROW:  From driveway,None Indicated,,Daylight,"Mud, dirt",Clear,None apparent,Non-intersection:  Driveway access (within),Unpaved,,Possible/Unknown,0,1,0,0,1,0,5000,2,8,,POINT (-93.46305991018 42.203718220771)
2014817633,201413910,09/19/2014,09-September,6-Friday,15:29,1500 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,,CENTER POINT RD NE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driver Distraction:  Manual operation of an electronic communication device,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,3,,POINT (-91.665476834957 42.0214300472)
2014817659,14-004033,09/19/2014,09-September,6-Friday,09:25,0900 Hours,District 1 (Central),ANKENY,POLK,I-35,I-35 & E 1ST ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Improper or erratic lane changing,None Indicated,,Daylight,Dry,Clear,None apparent,Interchange-related:  On-ramp merge area,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,2,,POINT (-93.578948748968 41.731881875183)
2014817966,14-014047,09/19/2014,09-September,6-Friday,16:15,1600 Hours,District 6 (East Central),TIPTON,CEDAR,,LEMON ST,Collision with fixed object:  Utility pole/light support,On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2500,1,1,,POINT (-91.136828617262 41.76623790936)
2014822146,,09/19/2014,09-September,6-Friday,13:59,1300 Hours,District 2 (Northeast),CLEAR LAKE,CERRO GORDO,,MAIN AVE,Collision with fixed object:  Other fixed object (explain in narrative),Outside trafficway,Non-collision (single vehicle),Other (explain in narrative):  Other,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,3100,1,1,,POINT (-93.381234573978 43.136386551076)
2014817874,14-029101,09/19/2014,09-September,6-Friday,06:38,0600 Hours,District 5 (Southeast),,LEE,,340 ST,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,2000,1,1,,POINT (-91.468068618988 40.464669346597)
2014819785,2014054345,09/19/2014,09-September,6-Friday,20:23,2000 Hours,District 1 (Central),,HARDIN,US 20,US 20,Non-collision events:  Overturn/rollover,Median,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,10000,1,1,,POINT (-93.0401141212 42.462329550568)
2014817856,14094336,09/19/2014,09-September,6-Friday,16:43,1600 Hours,District 2 (Northeast),CEDAR FALLS,BLACK HAWK,,7TH ST & STATE ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,1650,2,2,,POINT (-92.444206035744 42.532288343558)
2014819133,2014-037937,09/19/2014,09-September,6-Friday,16:41,1600 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,IA 32,IA 32/IA32 NW ARTERIAL,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3500,2,2,,POINT (-90.740705080667 42.497906290327)
2014819600,2014054200,09/19/2014,09-September,6-Friday,07:48,0700 Hours,District 6 (East Central),,SCOTT,I-80,I-80,Collision with fixed object:  Utility pole/light support,On Roadway,Non-collision (single vehicle),Crossed centerline (undivided),None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,6300,1,1,,POINT (-90.769346198878 41.613758195882)
2014818102,201400046293,09/19/2014,09-September,6-Friday,16:36,1600 Hours,District 5 (Southeast),OTTUMWA,WAPELLO,,CHESTER AVE,Collision with:  Parked motor vehicle,On Roadway,Unknown,Swerving/Evasive Action,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,8000,2,3,,POINT (-92.429717013462 41.003840554842)
2014819553,14008188,09/19/2014,09-September,6-Friday,21:10,2100 Hours,District 6 (East Central),,DELAWARE,IA 38,IA 38/IOWA 38,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Unknown,Alcohol (Statutory),,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,1,0,1,0,0,1500,2,2,,POINT (-91.341756091822 42.577381089547)
2014817933,2014054323,09/19/2014,09-September,6-Friday,17:35,1700 Hours,District 1 (Central),,HAMILTON,I-35,I-35,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,,Daylight,Dry,Clear,Work Zone (roadway-related),Non-intersection:  Non-junction/no special feature,Paved,Yes,Property Damage Only,0,0,0,0,0,0,6000,2,4,,POINT (-93.570046664365 42.339779405119)
2014817752,14-31023,09/19/2014,09-September,6-Friday,18:41,1800 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,,24TH ST & NEBRASKA ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3200,2,5,,POINT (-96.4036658622 42.515155971804)
2014818459,201400003383,09/19/2014,09-September,6-Friday,23:04,2300 Hours,District 6 (East Central),,LINN,IA 13,IA 13/IOWA 13 & ARTESIAN RD & BIG SPRINGS RD,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,6000,1,1,,POINT (-91.550298754136 42.07927627613)
2014818565,2014-18323,09/19/2014,09-September,6-Friday,19:27,1900 Hours,District 6 (East Central),BETTENDORF,SCOTT,,CAMDEN DR & 29TH ST,Collision with:  Vehicle in traffic,On Roadway,Head-on (front to front),Other (explain in narrative):  Other,None Indicated,,Dark - roadway not lighted,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,1,0,1,0,0,10000,2,2,,POINT (-90.490415729436 41.552426665959)
2014818288,14016459,09/19/2014,09-September,6-Friday,22:02,2200 Hours,District 2 (Northeast),MASON CITY,CERRO GORDO,IA 122,IA 122/4TH ST SW & INDIANHEAD DR,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2750,2,2,,POINT (-93.265581776514 43.148311694981)
2014817482,20140027717,09/19/2014,09-September,6-Friday,01:00,0100 Hours,District 1 (Central),DES MOINES,POLK,,E 35TH ST,Collision with:  Parked motor vehicle,On Roadway,Rear-end (front to rear),Unknown,None Indicated,,Dark - roadway not lighted,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1500,2,777,,POINT (-93.547453441183 41.58964216858)
2014818315,14-R60919-01,09/19/2014,09-September,6-Friday,17:58,1700 Hours,District 6 (East Central),,IOWA,,Co Rd V77/P AVE & 210TH ST,,On Roadway,Non-collision (single vehicle),FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,1500,2,3,,POINT (-92.008426745417 41.702194189618)
